;ID_exp;date_exp;description;Kheight;Kx;Ky;Kz;tilx;tily;tilz;rotation;ID_subject;x;y;height;time;joints;pitch;yaw;roll;body_length;posture;re_body_angle;origin_x;origin_y;diff_re_body_angle;shr_x;shr_y;shl_x;shl_y;sp_x;sp_y
601;AW_221120;2020-11-22 15:11:49.365289;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.042;3.543;1.651;15:11:49.3652892;{'SpineBase': [-0.0579278767, 0.9102012, 3.69577575], 'SpineMid': [-0.04248046, 1.16310251, 3.543487], 'Neck': [-0.0330778547, 1.40600908, 3.38040328], 'Head': [-0.0074782297, 1.50451827, 3.347634], 'ShoulderLeft': [-0.1470223, 1.28521967, 3.36001062], 'ElbowLeft': [-0.231112167, 1.09246039, 3.45767069], 'WristLeft': [-0.23233898, 0.9077029, 3.52332473], 'HandLeft': [-0.227459833, 0.870190561, 3.54939342], 'ShoulderRight': [0.09583552, 1.3459872, 3.48467016], 'ElbowRight': [0.120993286, 1.19769585, 3.65824366], 'WristRight': [0.15845558, 1.01736283, 3.78167272], 'HandRight': [0.169023946, 0.9423294, 3.815834], 'HipLeft': [-0.109632038, 0.893741, 3.63717723], 'KneeLeft': [-0.129220739, 0.6181099, 3.79844761], 'AnkleLeft': [-0.1481227, 0.302218318, 3.991154], 'FootLeft': [-0.118336454, 0.206343979, 3.96696067], 'HipRight': [-0.005460101, 0.9097664, 3.68418622], 'KneeRight': [-0.00560141727, 0.63612, 3.886481], 'AnkleRight': [-0.03140891, 0.274270058, 4.08647776], 'FootRight': [-0.009704387, 0.185719118, 4.043389], 'SpineShoulder': [-0.03636587, 1.34641981, 3.42219], 'HandTipLeft': [-0.223057359, 0.809830666, 3.58586073], 'ThumbLeft': [-0.241509, 0.835473359, 3.54799986], 'HandTipRight': [0.172142535, 0.892594457, 3.84452128], 'ThumbRight': [0.166054875, 0.985119045, 3.788]};-20;-10;0;0.515;Undefined;-117.170;0.042;3.543;17.830;-0.096;3.485;0.147;3.360;0.036;3.422
602;AW_221120;2020-11-22 15:11:49.586698;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.044;3.551;1.644;15:11:49.5866984;{'SpineBase': [-0.06814157, 0.915053248, 3.70622945], 'SpineMid': [-0.0436585061, 1.16560924, 3.55147266], 'Neck': [-0.0221838858, 1.4090023, 3.38823676], 'Head': [0.00656069256, 1.50720453, 3.35616255], 'ShoulderLeft': [-0.135471284, 1.29284859, 3.370914], 'ElbowLeft': [-0.2248514, 1.10141063, 3.47162867], 'WristLeft': [-0.231511936, 0.907506, 3.52896976], 'HandLeft': [-0.228635848, 0.873639345, 3.55401421], 'ShoulderRight': [0.107156038, 1.34904063, 3.49464464], 'ElbowRight': [0.124406852, 1.20440364, 3.67171955], 'WristRight': [0.158257946, 1.01509655, 3.80181432], 'HandRight': [0.165295228, 0.9473598, 3.841563], 'HipLeft': [-0.120794453, 0.9001143, 3.64859533], 'KneeLeft': [-0.13718541, 0.6191694, 3.76407814], 'AnkleLeft': [-0.171143278, 0.254631519, 3.99340057], 'FootLeft': [-0.14632228, 0.158411622, 3.97117066], 'HipRight': [-0.0146787977, 0.9133452, 3.69327044], 'KneeRight': [-0.007629977, 0.6298799, 3.879211], 'AnkleRight': [-0.0258995481, 0.262146115, 4.08728], 'FootRight': [-0.00623542443, 0.187983111, 4.04903126], 'SpineShoulder': [-0.02798198, 1.34945023, 3.43069124], 'HandTipLeft': [-0.238415688, 0.8391777, 3.573393], 'ThumbLeft': [-0.25833407, 0.846063435, 3.55400014], 'HandTipRight': [0.173594281, 0.899953067, 3.87945032], 'ThumbRight': [0.168215513, 0.967446864, 3.82081866]};-25;-15;15;0.516;Undefined;-117.020;0.044;3.551;17.980;-0.107;3.495;0.135;3.371;0.028;3.431
603;AW_221120;2020-11-22 15:11:49.787162;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.068;3.549;1.624;15:11:49.7871621;{'SpineBase': [-0.07918515, 0.9188497, 3.70495987], 'SpineMid': [-0.0680536255, 1.17062664, 3.54936361], 'Neck': [-0.064504, 1.40321, 3.39390278], 'Head': [-0.0328850448, 1.500089, 3.36197615], 'ShoulderLeft': [-0.169056192, 1.29607153, 3.37519836], 'ElbowLeft': [-0.256295, 1.09475243, 3.46497655], 'WristLeft': [-0.254516274, 0.9215321, 3.50966883], 'HandLeft': [-0.271438777, 0.887451053, 3.51844859], 'ShoulderRight': [0.08213202, 1.34839892, 3.50133538], 'ElbowRight': [0.104613915, 1.201686, 3.67638159], 'WristRight': [0.143668011, 1.03771985, 3.7835927], 'HandRight': [0.1556427, 0.962825954, 3.814194], 'HipLeft': [-0.130401537, 0.9068064, 3.647069], 'KneeLeft': [-0.202740148, 0.648308635, 3.71138144], 'AnkleLeft': [-0.3673645, 0.3110747, 3.92591476], 'FootLeft': [-0.327831715, 0.243044674, 3.85093355], 'HipRight': [-0.02658161, 0.9138764, 3.69275212], 'KneeRight': [-0.006508861, 0.6318995, 3.85709953], 'AnkleRight': [-0.0235843174, 0.265020072, 4.084627], 'FootRight': [0.000109582747, 0.1943193, 4.049516], 'SpineShoulder': [-0.06576064, 1.346612, 3.4343853], 'HandTipLeft': [-0.2703646, 0.8280759, 3.546816], 'ThumbLeft': [-0.2880958, 0.878238559, 3.488214], 'HandTipRight': [0.169456542, 0.912253439, 3.83150029], 'ThumbRight': [0.162915885, 0.9698353, 3.80485725]};0;0;0;0.506;Undefined;-116.660;0.068;3.549;18.340;-0.082;3.501;0.169;3.375;0.066;3.434
604;AW_221120;2020-11-22 15:11:49.987626;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.148;3.539;1.617;15:11:49.9876265;{'SpineBase': [-0.151171267, 0.9053893, 3.68992352], 'SpineMid': [-0.147636086, 1.15267169, 3.53903961], 'Neck': [-0.144159779, 1.38976181, 3.37982488], 'Head': [-0.123708963, 1.48628044, 3.344322], 'ShoulderLeft': [-0.2511129, 1.27722621, 3.36305237], 'ElbowLeft': [-0.340165019, 1.07502139, 3.45006156], 'WristLeft': [-0.337086439, 0.901237965, 3.48451376], 'HandLeft': [-0.33836928, 0.8481463, 3.50424218], 'ShoulderRight': [-0.007278956, 1.332046, 3.48926926], 'ElbowRight': [0.0203149263, 1.18381941, 3.66256237], 'WristRight': [0.06462447, 1.03160131, 3.7575388], 'HandRight': [0.07395992, 0.957665145, 3.788892], 'HipLeft': [-0.202079654, 0.890453339, 3.63076353], 'KneeLeft': [-0.293552816, 0.6436655, 3.699601], 'AnkleLeft': [-0.454951465, 0.309764445, 3.920382], 'HipRight': [-0.0974995643, 0.903166, 3.6791625], 'KneeRight': [-0.03800602, 0.63354367, 3.8298223], 'AnkleRight': [-0.0303980075, 0.2800774, 4.07641363], 'FootRight': [-0.0005520724, 0.196620256, 4.05501556], 'SpineShoulder': [-0.144844323, 1.33265758, 3.42071557], 'HandTipLeft': [-0.3317841, 0.7865107, 3.532982], 'ThumbLeft': [-0.352704227, 0.8316311, 3.4667], 'HandTipRight': [0.08531567, 0.90416795, 3.79682255], 'ThumbRight': [0.08511923, 0.9064764, 3.77233315]};-80;-15;20;0.505;Undefined;-117.370;0.148;3.539;17.630;0.007;3.489;0.251;3.363;0.145;3.421
605;AW_221120;2020-11-22 15:11:50.188043;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.277;3.501;1.628;15:11:50.1880436;{'SpineBase': [-0.281535149, 0.8842221, 3.673225], 'SpineMid': [-0.277119815, 1.136792, 3.50107431], 'Neck': [-0.272729665, 1.3809042, 3.31787634], 'Head': [-0.254442245, 1.46179712, 3.289345], 'ShoulderLeft': [-0.397514015, 1.24054217, 3.33432126], 'ElbowLeft': [-0.481586725, 1.04062545, 3.428695], 'WristLeft': [-0.4720573, 0.8703973, 3.47398376], 'HandLeft': [-0.4731179, 0.839527845, 3.48839331], 'ShoulderRight': [-0.141829342, 1.29738331, 3.45860958], 'ElbowRight': [-0.119741246, 1.14991474, 3.63315964], 'WristRight': [-0.0725513846, 0.964706838, 3.74469519], 'HandRight': [-0.0658410862, 0.8926896, 3.77592683], 'HipLeft': [-0.33069557, 0.8681366, 3.61660028], 'KneeLeft': [-0.3915599, 0.615351856, 3.69132757], 'AnkleLeft': [-0.501855433, 0.279621065, 3.9372673], 'FootLeft': [-0.462133974, 0.211143911, 3.86344], 'HipRight': [-0.227244809, 0.883479, 3.660032], 'KneeRight': [-0.139184624, 0.646374, 3.80433774], 'AnkleRight': [-0.0480183847, 0.3057479, 4.052141], 'FootRight': [-0.0123141445, 0.237096459, 3.97804785], 'SpineShoulder': [-0.273909956, 1.32127452, 3.365752], 'HandTipLeft': [-0.467591882, 0.7806665, 3.5085063], 'ThumbLeft': [-0.487277269, 0.8215949, 3.4538002], 'HandTipRight': [-0.0522444956, 0.8442313, 3.8133657], 'ThumbRight': [-0.0599172562, 0.9097292, 3.759667]};-25;-20;15;0.534;Undefined;-115.920;0.277;3.501;19.080;0.142;3.459;0.398;3.334;0.274;3.366
606;AW_221120;2020-11-22 15:11:50.420553;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.394;3.463;1.614;15:11:50.4205536;{'SpineBase': [-0.403686523, 0.8815206, 3.63405728], 'SpineMid': [-0.39429152, 1.13094687, 3.46312213], 'Neck': [-0.384765148, 1.3707794, 3.280236], 'Head': [-0.365812272, 1.45094466, 3.25149369], 'ShoulderLeft': [-0.4999144, 1.23479927, 3.2980845], 'ElbowLeft': [-0.599818, 1.04105282, 3.38921785], 'WristLeft': [-0.609929442, 0.8755019, 3.44625568], 'HandLeft': [-0.624177933, 0.831825435, 3.46546125], 'ShoulderRight': [-0.260328352, 1.29757714, 3.42165613], 'ElbowRight': [-0.252992, 1.15129256, 3.59825015], 'WristRight': [-0.207272172, 0.9860037, 3.69915175], 'HipLeft': [-0.456580877, 0.865200937, 3.56840181], 'KneeLeft': [-0.475913316, 0.545637369, 3.7358036], 'AnkleLeft': [-0.5389133, 0.218629792, 3.990539], 'FootLeft': [-0.5175259, 0.144400537, 3.95926476], 'HipRight': [-0.343314648, 0.8807121, 3.62933755], 'KneeRight': [-0.2417276, 0.6670916, 3.78960514], 'AnkleRight': [-0.1559605, 0.351274729, 4.068553], 'FootRight': [-0.117169887, 0.28270632, 3.99597168], 'SpineShoulder': [-0.3872387, 1.31231451, 3.328105], 'HandTipLeft': [-0.62352, 0.7789249, 3.50317335], 'ThumbLeft': [-0.636106431, 0.782821357, 3.485667], 'HandTipRight': [-0.184635863, 0.8637833, 3.764329], 'ThumbRight': [-0.197450042, 0.9315447, 3.71940017]};0;0;0;0.529;Undefined;-117.280;0.394;3.463;17.720;0.260;3.422;0.500;3.298;0.387;3.328
607;AW_221120;2020-11-22 15:11:50.631968;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.437;3.455;1.618;15:11:50.6319688;{'SpineBase': [-0.436679125, 0.8871511, 3.6286962], 'SpineMid': [-0.436790615, 1.13344741, 3.45498824], 'Neck': [-0.435591131, 1.37102818, 3.27110839], 'Head': [-0.416603357, 1.4521209, 3.24303269], 'ShoulderLeft': [-0.553426147, 1.23385251, 3.27933955], 'ElbowLeft': [-0.637882769, 1.03762734, 3.37917161], 'WristLeft': [-0.655639768, 0.871937, 3.43403125], 'HandLeft': [-0.6601004, 0.833300233, 3.45549822], 'ShoulderRight': [-0.3163478, 1.298482, 3.413122], 'ElbowRight': [-0.307905138, 1.15640962, 3.592666], 'WristRight': [-0.2505602, 0.9660169, 3.71828437], 'HandRight': [-0.249339074, 0.895345747, 3.756092], 'HipLeft': [-0.482825041, 0.8687023, 3.56735682], 'AnkleLeft': [-0.5409897, 0.272759974, 3.943735], 'FootLeft': [-0.496468455, 0.205633342, 3.8724103], 'HipRight': [-0.382290483, 0.8886793, 3.62018967], 'KneeRight': [-0.336514562, 0.6457075, 3.77533984], 'AnkleRight': [-0.320299864, 0.324770778, 4.06025028], 'FootRight': [-0.2777878, 0.257253259, 3.988738], 'SpineShoulder': [-0.436162, 1.31303191, 3.31904078], 'HandTipLeft': [-0.654536545, 0.7762015, 3.49148345], 'ThumbLeft': [-0.6375457, 0.808220863, 3.45179987], 'HandTipRight': [-0.240854189, 0.8565095, 3.79798365], 'ThumbRight': [-0.244498372, 0.919215, 3.7435]};-25;-15;10;0.527;Undefined;-119.440;0.437;3.455;15.560;0.316;3.413;0.553;3.279;0.436;3.319
608;AW_221120;2020-11-22 15:11:50.856177;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.468;3.460;1.631;15:11:50.8561771;{'SpineBase': [-0.467982978, 0.898236036, 3.641221], 'SpineMid': [-0.467644274, 1.141797, 3.460194], 'Neck': [-0.466056645, 1.37783182, 3.27041745], 'Head': [-0.4495262, 1.46003389, 3.24268746], 'ShoulderLeft': [-0.5830314, 1.23630035, 3.27681851], 'ElbowLeft': [-0.6592641, 1.049621, 3.372918], 'WristLeft': [-0.655286849, 0.88320893, 3.42908525], 'HandLeft': [-0.6531858, 0.8445242, 3.44610834], 'ShoulderRight': [-0.3471472, 1.30622518, 3.409368], 'ElbowRight': [-0.333158582, 1.16392756, 3.588563], 'WristRight': [-0.2835058, 0.9999916, 3.714472], 'HandRight': [-0.270728022, 0.9265904, 3.75410438], 'HipLeft': [-0.510912836, 0.8796847, 3.58359], 'KneeLeft': [-0.5218435, 0.5592089, 3.7486105], 'AnkleLeft': [-0.55550015, 0.218405664, 3.98960757], 'FootLeft': [-0.507676542, 0.162083626, 3.97503138], 'HipRight': [-0.41639933, 0.9000943, 3.629855], 'KneeRight': [-0.388911039, 0.6413438, 3.77753544], 'AnkleRight': [-0.424244076, 0.300045729, 4.03715229], 'FootRight': [-0.3806165, 0.232540727, 3.96656251], 'SpineShoulder': [-0.466668159, 1.32011, 3.31972241], 'HandTipLeft': [-0.653425336, 0.781262, 3.47506666], 'ThumbLeft': [-0.6280368, 0.8348782, 3.42033339], 'HandTipRight': [-0.261638969, 0.8790662, 3.793588], 'ThumbRight': [-0.252597779, 0.878879249, 3.786]};-20;-15;5;0.530;Undefined;-119.330;0.468;3.460;15.670;0.347;3.409;0.583;3.277;0.467;3.320
609;AW_221120;2020-11-22 15:11:51.057604;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.478;3.471;1.648;15:11:51.0576043;{'SpineBase': [-0.481135428, 0.9070736, 3.65397835], 'SpineMid': [-0.4781093, 1.14884937, 3.470929], 'Neck': [-0.473507345, 1.3826822, 3.278245], 'Head': [-0.456837863, 1.46592653, 3.25087], 'ShoulderLeft': [-0.5912816, 1.241594, 3.28178859], 'ElbowLeft': [-0.6660313, 1.04923761, 3.37950754], 'WristLeft': [-0.6633081, 0.8822923, 3.43436956], 'HandLeft': [-0.6501576, 0.844415963, 3.47724986], 'ShoulderRight': [-0.355361164, 1.31368077, 3.41816258], 'ElbowRight': [-0.342656076, 1.17090154, 3.59712362], 'WristRight': [-0.292030334, 1.01607811, 3.707895], 'HandRight': [-0.282073766, 0.9515946, 3.74905276], 'HipLeft': [-0.5219047, 0.8880775, 3.595943], 'KneeLeft': [-0.547068954, 0.6142908, 3.71103239], 'AnkleLeft': [-0.5574659, 0.26200223, 3.95829821], 'FootLeft': [-0.5100831, 0.182302713, 3.96296954], 'HipRight': [-0.4313749, 0.9088712, 3.64284635], 'KneeRight': [-0.413415372, 0.632183552, 3.79453015], 'AnkleRight': [-0.4487482, 0.284987271, 4.046081], 'FootRight': [-0.454969525, 0.18644616, 4.007765], 'SpineShoulder': [-0.474954069, 1.32556081, 3.328322], 'HandTipLeft': [-0.654294133, 0.7789177, 3.50173616], 'ThumbLeft': [-0.612904668, 0.8512549, 3.49820065], 'HandTipRight': [-0.27107504, 0.8992894, 3.75744152], 'ThumbRight': [-0.285937, 0.896149, 3.75150013]};-20;-20;5;0.530;Undefined;-120.030;0.478;3.471;14.970;0.355;3.418;0.591;3.282;0.475;3.328
610;AW_221120;2020-11-22 15:11:51.295967;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.471;3.496;1.669;15:11:51.2959674;{'SpineBase': [-0.4779909, 0.9124323, 3.67395282], 'SpineMid': [-0.470533341, 1.15624785, 3.496439], 'Neck': [-0.4556956, 1.39911032, 3.30781841], 'Head': [-0.4407037, 1.48433971, 3.275708], 'ShoulderLeft': [-0.5807962, 1.25450408, 3.308974], 'ElbowLeft': [-0.6590615, 1.05572414, 3.40906787], 'WristLeft': [-0.660267651, 0.887458861, 3.46043348], 'HandLeft': [-0.659678161, 0.8602359, 3.48685217], 'ShoulderRight': [-0.342642516, 1.32210732, 3.44628978], 'ElbowRight': [-0.3281865, 1.18038547, 3.62583637], 'WristRight': [-0.2872509, 1.01428664, 3.7486608], 'HandRight': [-0.2753385, 0.936144, 3.78849244], 'HipLeft': [-0.518470943, 0.8954312, 3.61678433], 'KneeLeft': [-0.569435358, 0.623182356, 3.737521], 'AnkleLeft': [-0.5728877, 0.311258316, 3.95553613], 'FootLeft': [-0.531943738, 0.223075315, 3.94784737], 'HipRight': [-0.428542942, 0.9124124, 3.66199422], 'KneeRight': [-0.422170132, 0.618117869, 3.82252979], 'AnkleRight': [-0.452923715, 0.259494066, 4.059745], 'FootRight': [-0.458859682, 0.169837549, 4.01470566], 'SpineShoulder': [-0.460802555, 1.33771348, 3.3583703], 'HandTipLeft': [-0.6582954, 0.793713152, 3.52030063], 'ThumbLeft': [-0.6374906, 0.8556834, 3.484], 'HandTipRight': [-0.2648805, 0.888980567, 3.81479168], 'ThumbRight': [-0.271823853, 0.9064126, 3.76186633]};-15;-15;5;0.530;Undefined;-119.970;0.471;3.496;15.030;0.343;3.446;0.581;3.309;0.461;3.358
611;AW_221120;2020-11-22 15:11:51.521365;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.465;3.520;1.673;15:11:51.5213650;{'SpineBase': [-0.4898348, 0.9213126, 3.69829845], 'SpineMid': [-0.465244532, 1.16428673, 3.51982737], 'Neck': [-0.4353022, 1.40417492, 3.33177948], 'Head': [-0.412292, 1.49397957, 3.301972], 'ShoulderLeft': [-0.5613861, 1.272, 3.336373], 'ElbowLeft': [-0.646672, 1.07623565, 3.43641162], 'WristLeft': [-0.6558096, 0.89882946, 3.48607922], 'HandLeft': [-0.6549362, 0.856607, 3.52360463], 'ShoulderRight': [-0.319574058, 1.32688618, 3.47319245], 'ElbowRight': [-0.309059441, 1.18432, 3.65232754], 'WristRight': [-0.279005349, 1.02761185, 3.76440454], 'HandRight': [-0.263838381, 0.9514093, 3.80635238], 'HipLeft': [-0.530697, 0.9085262, 3.64259362], 'KneeLeft': [-0.566508532, 0.6272001, 3.753217], 'AnkleLeft': [-0.5544691, 0.2588787, 3.978394], 'FootLeft': [-0.501825333, 0.174939483, 3.96305084], 'HipRight': [-0.440009683, 0.9172889, 3.684948], 'KneeRight': [-0.439988017, 0.6145816, 3.85049272], 'AnkleRight': [-0.460317075, 0.2401444, 4.06487274], 'FootRight': [-0.448789239, 0.170150459, 4.009457], 'SpineShoulder': [-0.443496466, 1.34509516, 3.38149261], 'HandTipLeft': [-0.655318856, 0.7981985, 3.54713225], 'ThumbLeft': [-0.6302581, 0.8676754, 3.51235723], 'HandTipRight': [-0.257190377, 0.900140345, 3.82417917], 'ThumbRight': [-0.25852856, 0.908212245, 3.78999972]};0;0;0;0.531;Undefined;-119.500;0.465;3.520;15.500;0.320;3.473;0.561;3.336;0.443;3.381
612;AW_221120;2020-11-22 15:11:51.723857;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.472;3.524;1.654;15:11:51.7238573;{'SpineBase': [-0.5023756, 0.92848295, 3.70375276], 'SpineMid': [-0.471696258, 1.17444718, 3.52364874], 'Neck': [-0.439758241, 1.41390419, 3.33437443], 'Head': [-0.419625133, 1.49885929, 3.30730987], 'ShoulderLeft': [-0.572336, 1.28198981, 3.352472], 'ElbowLeft': [-0.6568325, 1.08671474, 3.45386338], 'WristLeft': [-0.66576, 0.9087157, 3.49935961], 'HandLeft': [-0.6657265, 0.8724985, 3.52501726], 'ShoulderRight': [-0.3209664, 1.33250225, 3.47999716], 'ElbowRight': [-0.301179051, 1.1992532, 3.66459465], 'WristRight': [-0.264186442, 1.03236425, 3.77032828], 'HandRight': [-0.250074565, 0.958759367, 3.802251], 'HipLeft': [-0.5480008, 0.914811552, 3.64691162], 'KneeLeft': [-0.5916026, 0.631659865, 3.73590946], 'AnkleLeft': [-0.675002, 0.267837644, 3.9527173], 'FootLeft': [-0.6436814, 0.175697163, 3.94286633], 'HipRight': [-0.4479312, 0.924433351, 3.69082451], 'KneeRight': [-0.445085526, 0.616834939, 3.861284], 'AnkleRight': [-0.456893921, 0.267990768, 4.07016039], 'FootRight': [-0.4219361, 0.192424148, 4.034175], 'SpineShoulder': [-0.448070347, 1.35522652, 3.38375974], 'HandTipLeft': [-0.6654213, 0.8083971, 3.54999471], 'ThumbLeft': [-0.6344498, 0.8874877, 3.52290916], 'HandTipRight': [-0.24368082, 0.90460515, 3.80810976], 'ThumbRight': [-0.248376772, 0.946550369, 3.79322219]};-20;-5;0;0.536;Undefined;-116.900;0.472;3.524;18.100;0.321;3.480;0.572;3.352;0.448;3.384
613;AW_221120;2020-11-22 15:11:51.955205;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.530;3.511;1.649;15:11:51.9552055;{'SpineBase': [-0.550974131, 0.9255027, 3.68342471], 'SpineMid': [-0.5303664, 1.1728586, 3.51112437], 'Neck': [-0.509388, 1.41186869, 3.329052], 'Head': [-0.495934546, 1.495778, 3.30183], 'ShoulderLeft': [-0.6381982, 1.27452326, 3.34387732], 'ElbowLeft': [-0.709376633, 1.07169056, 3.441797], 'WristLeft': [-0.705200553, 0.9017892, 3.48876429], 'HandLeft': [-0.714180768, 0.860127568, 3.50320888], 'ShoulderRight': [-0.383889318, 1.3333745, 3.473456], 'ElbowRight': [-0.350959867, 1.20270121, 3.658134], 'WristRight': [-0.30142647, 1.03521979, 3.76015067], 'HandRight': [-0.2970787, 0.9591309, 3.79623461], 'HipLeft': [-0.595941663, 0.9115961, 3.62517452], 'KneeLeft': [-0.6768582, 0.657907665, 3.69183373], 'AnkleLeft': [-0.841834, 0.309937984, 3.88695264], 'HipRight': [-0.495826632, 0.921984255, 3.672482], 'KneeRight': [-0.460010678, 0.640960336, 3.835342], 'AnkleRight': [-0.462495625, 0.270774424, 4.057357], 'FootRight': [-0.419802666, 0.185379013, 4.03538656], 'SpineShoulder': [-0.514836133, 1.35348976, 3.37650347], 'HandTipLeft': [-0.714671433, 0.801237643, 3.52180648], 'ThumbLeft': [-0.6863934, 0.865079045, 3.5133636], 'HandTipRight': [-0.285368979, 0.9089054, 3.81209683], 'ThumbRight': [-0.295118481, 0.959530532, 3.7821815]};-15;-10;-5;0.528;Undefined;-117.000;0.530;3.511;18.000;0.384;3.473;0.638;3.344;0.515;3.377
614;AW_221120;2020-11-22 15:11:52.155672;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.648;3.487;1.631;15:11:52.1556729;{'SpineBase': [-0.662781537, 0.8990701, 3.66035414], 'SpineMid': [-0.648127258, 1.14337754, 3.48711228], 'Neck': [-0.6312604, 1.3794018, 3.30359983], 'Head': [-0.617010832, 1.46349013, 3.27649355], 'ShoulderLeft': [-0.756023049, 1.23969793, 3.3194592], 'ElbowLeft': [-0.8162111, 1.03485215, 3.41995525], 'WristLeft': [-0.7981469, 0.863316238, 3.459453], 'HandLeft': [-0.802643239, 0.8389881, 3.46371675], 'ShoulderRight': [-0.504060745, 1.31455362, 3.45089626], 'ElbowRight': [-0.471981257, 1.18273509, 3.63511539], 'WristRight': [-0.42259714, 1.01885, 3.73347378], 'HandRight': [-0.424384534, 0.9373216, 3.76635671], 'HipLeft': [-0.7071148, 0.8806369, 3.5998], 'KneeLeft': [-0.772866845, 0.63380307, 3.67987037], 'AnkleLeft': [-0.92126, 0.284621865, 3.88496947], 'FootLeft': [-0.8749537, 0.216692924, 3.81455278], 'HipRight': [-0.6060148, 0.900591254, 3.65207744], 'KneeRight': [-0.5185484, 0.6467322, 3.810448], 'AnkleRight': [-0.468016952, 0.287432849, 4.04401255], 'FootRight': [-0.424713254, 0.199134558, 4.03015232], 'SpineShoulder': [-0.635881364, 1.32175517, 3.35145283], 'HandTipLeft': [-0.7975938, 0.7750119, 3.48630786], 'ThumbLeft': [-0.779527, 0.8315247, 3.471769], 'HandTipRight': [-0.4190628, 0.890605032, 3.78532863], 'ThumbRight': [-0.4057107, 0.9016866, 3.776]};-20;-30;5;0.524;Undefined;-117.550;0.648;3.487;17.450;0.504;3.451;0.756;3.319;0.636;3.351
615;AW_221120;2020-11-22 15:11:52.355765;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.775;3.445;1.511;15:11:52.3557654;{'SpineBase': [-0.7866795, 0.888383448, 3.61738324], 'SpineMid': [-0.7751918, 1.125048, 3.44527316], 'Neck': [-0.761288762, 1.35357165, 3.26330471], 'Head': [-0.7504933, 1.432493, 3.23195529], 'ShoulderLeft': [-0.8895048, 1.22204435, 3.277746], 'ElbowLeft': [-0.9611538, 1.02424884, 3.368207], 'WristLeft': [-0.9418428, 0.8554983, 3.416048], 'HandLeft': [-0.9456329, 0.8103838, 3.43018532], 'ShoulderRight': [-0.641057, 1.28935361, 3.39786077], 'ElbowRight': [-0.620844, 1.15951335, 3.58478928], 'WristRight': [-0.5843758, 0.973032534, 3.714491], 'HipLeft': [-0.8301775, 0.871705234, 3.55857325], 'KneeLeft': [-0.8635089, 0.6168947, 3.65069532], 'AnkleLeft': [-0.95646286, 0.268853426, 3.886005], 'FootLeft': [-0.9121438, 0.200329036, 3.81452155], 'HipRight': [-0.728319466, 0.8880525, 3.6078887], 'KneeRight': [-0.647977531, 0.6962427, 3.76610756], 'AnkleRight': [-0.56823796, 0.414774448, 3.99300361], 'FootRight': [-0.527365, 0.3450137, 3.92095971], 'SpineShoulder': [-0.765214264, 1.2977711, 3.310722], 'HandTipLeft': [-0.9372913, 0.7519073, 3.458617], 'ThumbLeft': [-0.925699234, 0.8277237, 3.43054533], 'HandTipRight': [-0.600045562, 0.8597348, 3.77366543], 'ThumbRight': [-0.625559866, 0.8831076, 3.7435]};0;0;0;0.512;Undefined;-115.800;0.775;3.445;19.200;0.641;3.398;0.890;3.278;0.765;3.311
